Tenure Months,Internet_Service_Fiber optic,Dependents,Payment_Method_Electronic check,Contract_One year,Device_Protection_No internet service,Total Charges,Online_Backup_No internet service,Online_Security_No internet service,Internet_Service_No,Streaming_Movies_No internet service,Tech_Support_No internet service,Streaming_TV_No internet service,Online_Security_Yes,Paperless Billing,Streaming_Movies_Yes,Tech_Support_Yes,Multiple_Lines_Yes,Streaming_TV_Yes,Contract_Two year,Partner,prob_not_churn,prob_churn,Churn Value,y_pred
0.16666666666666666,0,0,0,0,0,0.0438927781871776,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3681027447380394,0.6318972552619606,0,1
0.1111111111111111,0,1,0,0,1,0.018348148489314667,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.9640744477809976,0.03592555221900239,0,0
1.0,0,0,0,0,0,0.514093588798821,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0.9655614713098222,0.03443852869017779,0,0
0.9444444444444444,0,0,0,0,0,0.6501704126750185,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0.9513637884185413,0.04863621158145865,0,0
0.041666666666666664,0,0,0,0,0,0.017536385408990423,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.35412538655089343,0.6458746134491066,0,1
0.6805555555555555,1,0,0,0,0,0.4948818625644805,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.392227072567745,0.607772927432255,0,1
0.4583333333333333,1,0,0,0,0,0.30587923728813565,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.2838707312197606,0.7161292687802394,1,1
0.25,0,0,0,1,0,0.08197655674281505,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.7470294679555203,0.2529705320444798,0,0
0.15277777777777776,0,1,0,0,1,0.024894067796610173,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.898519316167748,0.10148068383225195,0,0
0.8333333333333333,1,0,1,0,0,0.692923268238762,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.3325415074075052,0.6674584925924948,0,1
0.6388888888888888,0,0,0,0,0,0.33315677966101703,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0.9152516072635926,0.0847483927364074,0,0
0.0,0,1,0,1,1,0.0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0.8592537894507444,0.14074621054925565,0,0
1.0,1,0,1,0,0,0.8686440677966103,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0.7626710236854736,0.2373289763145264,0,0
0.6527777777777778,1,0,1,0,0,0.5608707166543848,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0.1920931954150087,0.8079068045849913,1,1
0.05555555555555555,0,0,1,0,0,0.02299995394252027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.22055968537683113,0.7794403146231689,0,1
0.9722222222222222,0,1,1,0,0,0.5632254053058218,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.9920515852329219,0.007948414767078082,0,0
0.9027777777777777,1,0,0,0,0,0.8155455508474578,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.7745024560897422,0.22549754391025775,0,0
0.9027777777777777,1,1,1,1,0,0.8114752210759029,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0.7711885571858728,0.2288114428141273,0,0
0.736111111111111,1,0,0,1,0,0.58069270449521,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0.687506014452,0.31249398554799995,0,0
0.9444444444444444,0,0,0,0,0,0.47312546057479743,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0.9497983747961296,0.05020162520387035,0,0
0.4444444444444444,1,1,0,1,0,0.36057825165806934,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.8645852167388214,0.1354147832611786,0,0
0.013888888888888888,1,0,1,0,0,0.008883336403831984,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.10475080748637466,0.8952491925136253,1,1
0.5833333333333333,0,0,1,0,0,0.239262850036846,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5485001485874008,0.45149985141259924,0,0
0.027777777777777776,0,0,1,0,0,0.005342667649226235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2745688324766873,0.7254311675233127,0,1
0.3472222222222222,0,0,0,1,1,0.05944869196757554,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.8403657198451231,0.15963428015487685,0,0
0.013888888888888888,0,0,1,0,0,0.004093358511422255,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.16884139746967275,0.8311586025303273,1,1
0.8333333333333333,1,0,1,1,0,0.6459849392041268,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0.49140757181611616,0.5085924281838838,1,1
0.6388888888888888,1,0,0,0,0,0.48884833271923367,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.4592285806283122,0.5407714193716878,0,1
0.9583333333333333,1,1,0,0,0,0.8826685703758291,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.9595755583368225,0.04042444166317746,0,0
0.9305555555555555,0,0,0,0,1,0.18233004789977894,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0.9837174946588207,0.016282505341179202,0,0
0.013888888888888888,0,1,0,0,0,0.0035118828297715553,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.7241634679453313,0.2758365320546688,1,0
0.4305555555555555,0,0,0,1,1,0.07867193257184968,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.9063437225138788,0.09365627748612121,0,0
0.3333333333333333,0,0,0,0,0,0.14200096720707445,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.47027543944431827,0.5297245605556817,0,1
0.013888888888888888,1,0,0,0,0,0.008002487103905675,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1762428632560855,0.8237571367439145,1,1
0.4861111111111111,0,1,0,0,0,0.24605057111274875,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0.8357020373340992,0.1642979626659008,0,0
0.7222222222222222,0,1,0,0,1,0.118793754605748,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.9943581338864593,0.005641866113540618,0,0
0.7777777777777777,1,1,0,1,0,0.5720338983050848,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.8886010781846395,0.11139892181536049,0,0
0.027777777777777776,0,0,0,0,0,0.009804485998526163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35569110740025167,0.6443088925997483,1,1
0.19444444444444442,1,0,1,0,0,0.11937523028739869,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.15517769953973592,0.8448223004602641,1,1
0.125,1,0,1,0,0,0.08210897199705233,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.13302065756812553,0.8669793424318745,1,1
0.41666666666666663,1,0,1,0,0,0.3435657700810612,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.15566201245578037,0.8443379875442196,1,1
0.7777777777777777,0,1,0,0,1,0.16398765659543113,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0.9930234406424903,0.0069765593575097035,0,0
0.2222222222222222,1,0,0,0,0,0.16679716285924837,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.23442856644449295,0.765571433555507,1,1
0.1111111111111111,1,0,1,0,0,0.08775101326455417,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.10473515127684807,0.8952648487231519,1,1
0.08333333333333333,0,1,0,0,1,0.015987702652910836,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0.8485328087591185,0.1514671912408815,0,0
0.625,0,0,0,0,0,0.38562776344878413,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0.9323624683581268,0.06763753164187325,0,0
0.375,1,0,1,0,0,0.21807640935887992,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.18711748477031764,0.8128825152296824,1,1
0.736111111111111,1,0,1,0,0,0.6389784450994842,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0.22035503728598793,0.7796449627140121,1,1
0.7638888888888888,1,0,0,1,0,0.5284923084008845,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.7527805378265302,0.24721946217346985,0,0
0.09722222222222221,0,0,0,0,1,0.017950902726602803,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.634566936613983,0.365433063386017,0,0
0.2222222222222222,1,0,0,0,0,0.1601821573323508,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0.15042357152984098,0.849576428470159,0,1
0.25,1,0,1,0,0,0.16911730840088432,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.2846393285222987,0.7153606714777013,0,1
0.125,1,1,1,1,0,0.08841884672070745,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0.4533053892473353,0.5466946107526647,0,1
0.09722222222222221,0,0,0,0,0,0.03713384303610907,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3185804990939255,0.6814195009060745,0,1
0.9722222222222222,0,0,0,0,0,0.6830036385408992,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.8984568058331146,0.10154319416688536,0,0
0.05555555555555555,0,0,0,0,0,0.012671564112011792,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.3814716394179607,0.6185283605820393,0,1
0.2222222222222222,0,0,1,0,0,0.10236274871039058,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.3422260182987573,0.6577739817012427,0,1
0.9722222222222222,1,0,0,0,0,0.6570329771554901,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0.9554825753939741,0.04451742460602588,0,0
0.986111111111111,0,0,0,0,0,0.687327284450995,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0.9438443686161252,0.056155631383874804,0,0
0.041666666666666664,0,0,1,0,0,0.02203274686809138,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.19361986060898217,0.8063801393910178,1,1
0.19444444444444442,1,0,1,0,0,0.12687108511422257,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.15390362428832538,0.8460963757116746,1,1
0.05555555555555555,0,0,0,1,1,0.007852800294767872,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.7552420337958718,0.24475796620412818,0,0
0.41666666666666663,1,0,0,0,0,0.32843588798820933,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0.4620537899315508,0.5379462100684492,0,1
0.9166666666666666,0,0,0,0,0,0.4762803979366249,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0.9572316706214593,0.04276832937854066,0,0
0.013888888888888888,0,1,1,0,1,0.0023028739867354464,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0.7556466148862575,0.24435338511374247,0,0
0.6388888888888888,0,1,0,0,1,0.11144182940309508,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.9926594186221214,0.007340581377878603,0,0
0.611111111111111,1,0,0,0,0,0.3407044491525424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5870127133575729,0.41298728664242706,0,0
0.0,0,1,0,0,1,0.0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0.9386883170097696,0.06131168299023035,0,0
0.2361111111111111,1,0,1,0,0,0.18189250184229921,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.12384887123986887,0.8761511287601311,0,1
0.41666666666666663,1,0,0,0,0,0.31355356484893154,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.32433090919401875,0.6756690908059813,0,1
0.4861111111111111,0,0,0,1,1,0.07346168017686074,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.8909210691165508,0.10907893088344917,0,0
0.375,0,0,0,0,1,0.06197033898305086,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0.9261028643464441,0.07389713565355592,0,0
0.4444444444444444,1,0,0,0,0,0.3185335298452469,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.5772910514797489,0.42270894852025104,0,0
0.3333333333333333,0,0,0,0,0,0.17956084193072958,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.5285131518660697,0.47148684813393027,0,0
0.09722222222222221,1,0,1,0,0,0.07365742446573326,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.1158284402728248,0.8841715597271752,0,1
0.611111111111111,1,0,1,0,0,0.46520357406042745,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0.22610403639775412,0.7738959636022459,0,1
0.861111111111111,0,0,1,0,0,0.5930533806190126,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.8732936425050994,0.1267063574949006,0,0
0.25,0,0,1,0,0,0.14966378039793665,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0.4242678059948606,0.5757321940051394,0,1
0.3055555555555555,1,0,0,0,0,0.22325211864406783,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0.17674520307100272,0.8232547969289973,0,1
0.7777777777777777,1,1,1,0,0,0.6763253039793663,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.88846144709156,0.11153855290843996,0,0
0.08333333333333333,1,0,1,0,0,0.05409450994841563,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.121788476218602,0.878211523781398,1,1
0.9722222222222222,1,0,0,0,0,0.9492792004421519,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0.8839569976716215,0.11604300232837851,0,0
0.027777777777777776,1,0,1,0,0,0.016051031687546062,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.14827777830486732,0.8517222216951327,1,1
0.15277777777777776,1,0,1,0,0,0.10233396278555638,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.19000724043686001,0.80999275956314,0,1
0.7916666666666666,1,0,0,0,0,0.6262608235077377,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.4741084308632424,0.5258915691367576,0,1
0.986111111111111,0,0,1,0,0,0.7053818165070008,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0.9279323747690337,0.07206762523096637,0,0
0.5972222222222222,0,0,0,1,0,0.3348609064112012,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0.6979606622018155,0.30203933779818454,0,0
0.06944444444444445,0,0,0,0,1,0.012009487840825351,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.5271559285813344,0.4728440714186656,0,0
0.5416666666666666,1,0,1,0,0,0.45471974023581435,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.20627848179641117,0.7937215182035888,0,1
0.736111111111111,1,0,0,1,0,0.6661638725128962,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0.6002021481662558,0.3997978518337441,1,0
0.7777777777777777,0,0,0,0,0,0.5555050202652911,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0.9094656590715189,0.09053434092848113,0,0
0.6388888888888888,0,0,0,1,1,0.13424603905674284,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0.9186378928627101,0.08136210713728992,0,0
